Year,CO2 Emissions (MtCO2),Temperature Anomalies (°C)
1987,463.733,.32
1988,444.23,.39
1989,422.175,.27
1990,376.641,.45
1991,373.623,.40
1992,364.511,.22
1993,365.175,.23
1994,360.218,.31
1995,362.615,.44
1996,377.285,.33
1997,367.236,.46
1998,339.076,.61
1999,329.266,.38
2000,317.452,.39
2001,313.501,.53
2002,306.123,.63
2003,318.95,.62
2004,323.794,.53
2005,322.765,.68
2006,336.573,.64
2007,335.92,.66
2008,329.567,.54
2009,316.021,.66
2010,334.225,.73
2011,333.599,.61
2012,325.953,.65
2013,321.927,.68
2014,309.582,.75
2015,312.715,.90
2016,323.547,1.02
2017,336.765,.92
2018,336.081,.85
2019,317.683,.98
2020,302.437,1.02
2021,331.077,.85
2022,323.117,.90
1880,0.879,-.16
1881,0.89,-.08
1882,1.085,-.11
1883,1.14,-.17
1884,1.202,-.28
1885,1.114,-.33
1886,1.231,-.31
1887,1.268,-.36
1888,1.367,-.17
1889,1.572,-.11
1890,1.678,-.35
1891,1.74,-.23
1892,1.693,-.28
1893,1.513,-.31
1894,1.777,-.30
1895,1.696,-.23
1896,1.729,-.12
1897,1.817,-.11
1898,2.081,-.28
1899,2.143,-.18
1900,2.466,-.09
1901,2.389,-.16
1902,2.62,-.28
1903,2.521,-.37
1904,2.579,-.48
1905,2.521,-.27
1906,2.898,-.23
1907,3.162,-.39
1908,3.144,-.43
1909,3.195,-.49
1910,3.25,-.44
1911,3.144,-.45
1912,3.653,-.37
1913,3.858,-.35
1914,3.375,-.16
1915,3.085,-.14
1916,2.99,-.36
1917,1.656,-.46
1918,1.096,-.30
1919,2.158,-.28
1920,2.103,-.28
1921,2.147,-.19
1922,2.961,-.28
1923,2.678,-.27
1924,3.03,-.27
1925,3.122,-.22
1926,3.136,-.11
1927,3.631,-.22
1928,3.993,-.20
1929,3.968,-.36
1930,4.323,-.16
1931,3.92,-.09
1932,3.389,-.16
1933,3.997,-.29
1934,4.096,-.12
1935,4.378,-.20
1936,4.128,-.15
1937,4.931,-.03
1938,4.117,.00
1939,4.751,-.02
1940,3.897,.12
1941,3.78,.19
1942,3.025,.07
1943,2.941,.09
1944,3.245,.20
1945,3.337,.09
1946,3.89,-.07
1947,5.542,-.03
1948,5.252,-.11
1949,5.52,-.11
1950,5.618,-.17
1951,5.394,-.07
1952,5.35,.01
1953,5.929,.08
1954,5.79,-.13
1955,6.46,-.14
1956,7.163,-.19
1957,7.782,.05
1958,7.555,.06
1959,7.98,.03
1960,8.214,-.03
1961,9.078,.06
1962,9.29,.03
1963,10.012,.05
1964,11.007,-.20
1965,11.582,-.11
1966,11.835,-.06
1967,12.392,-.02
1968,12.992,-.08
1969,14.593,.05
1970,15.236,.03
1971,16.376,-.08
1972,18.307,.01
1973,19.945,.16
1974,20.645,-.07
1975,21.275,-.01
1976,22.326,-.10
1977,22.605,.18
1978,22.585,.07
1979,24.856,.16
1980,26.773,.26
1981,27.0,.32
1982,29.0,.14
1983,29.902,.31
1984,28.794,.16
1985,27.13,.12
1986,30.221,.18
1987,31.198,.32
1988,32.568,.39
1989,40.822,.27
1990,45.279,.45
1991,47.097,.40
1992,50.92,.22
1993,49.434,.23
1994,50.207,.31
1995,54.468,.44
1996,51.761,.33
1997,54.627,.46
1998,59.169,.61
1999,66.837,.38
2000,65.611,.39
2001,65.152,.53
2002,69.56,.63
2003,64.456,.62
2004,67.303,.53
2005,69.635,.68
2006,64.843,.64
2007,62.355,.66
2008,60.028,.54
2009,57.136,.66
2010,52.934,.73
2011,51.74,.61
2012,49.899,.65
2013,48.103,.68
2014,47.885,.75
2015,52.203,.90
2016,50.367,1.02
2017,55.106,.92
2018,51.373,.85
2019,47.494,.98
2020,41.695,1.02
2021,39.938,.85
2022,41.605,.90
1949,0.26,-.11
1950,0.352,-.17
1951,0.388,-.07
1952,0.194,.01
1953,0.366,.08
1954,0.608,-.13
1955,0.418,-.14
1956,0.506,-.19
1957,0.311,.05
1958,0.169,.06
1959,0.183,.03
1960,0.176,-.03
1961,0.161,.06
1962,0.191,.03
1963,6.134,.05
1964,6.269,-.20
1965,6.287,-.11
1966,6.273,-.06
1967,6.683,-.02
1968,7.075,-.08
1969,7.167,.05
1970,7.561,.03
1971,9.144,-.08
1972,10.775,.01
1973,12.457,.16
1974,10.479,-.07
1975,10.947,-.01
1976,10.375,-.10
1977,9.916,.18
1978,10.519,.07
1979,14.342,.16
1980,13.082,.26
1981,12.841,.32
1982,12.335,.14
1983,11.243,.31
1984,12.298,.16
1985,12.378,.12
1986,13.267,.18
1987,11.471,.32
1988,11.898,.39
1989,14.292,.27
1990,11.411,.45
1991,17.38,.40
1992,26.78,.22
1993,30.684,.23
1994,32.343,.31
1995,33.137,.44
1996,34.424,.33
1997,42.182,.46
1998,36.888,.61
1999,36.248,.38
2000,40.314,.39
2001,45.817,.53
2002,45.067,.63
2003,46.515,.62
2004,47.32,.53
2005,47.551,.68
2006,59.63,.64
2007,59.383,.66
2008,61.637,.54
2009,65.074,.66
2010,73.422,.73
2011,81.493,.61
2012,93.321,.65
2013,82.808,.68
2014,91.178,.75
2015,91.194,.90
2016,87.385,1.02
2017,100.111,.92
2018,95.464,.85
2019,101.019,.98
2020,102.501,1.02
2021,107.218,.85
2022,101.34,.90
1880,0.048,-.16
1881,0.051,-.08
1882,0.224,-.11
1883,0.407,-.17
1884,0.473,-.28
1885,0.451,-.33
1886,0.484,-.31
1887,0.528,-.36
1888,0.63,-.17
1889,0.645,-.11
1890,0.806,-.35
1891,1.118,-.23
1892,1.052,-.28
1893,1.136,-.31
1894,1.041,-.30
1895,1.077,-.23
1896,1.118,-.12
1897,1.297,-.11
1898,1.711,-.28
1899,1.612,-.18
1900,1.238,-.09
1901,1.594,-.16
1902,1.59,-.28
1903,1.847,-.37
1904,2.187,-.48
1905,2.66,-.27
1906,3.598,-.23
1907,4.558,-.39
1908,4.386,-.43
1909,4.858,-.49
1910,4.818,-.44
1911,5.774,-.45
1912,6.013,-.37
1913,6.991,-.35
1914,5.785,-.16
1915,5.144,-.14
1916,2.997,-.36
1917,2.514,-.46
1918,3.188,-.30
1919,4.664,-.28
1920,5.485,-.28
1921,5.917,-.19
1922,7.141,-.28
1923,8.475,-.27
1924,10.006,-.27
1925,11.71,-.22
1926,14.502,-.11
1927,16.125,-.22
1928,18.271,-.20
1929,20.491,-.36
1930,23.243,-.16
1931,25.849,-.09
1932,27.358,-.16
1933,27.311,-.29
1934,31.659,-.12
1935,31.531,-.20
1936,33.154,-.15
1937,28.464,-.03
1938,26.712,.00
1939,25.188,-.02
1940,23.946,.12
1941,22.546,.19
1942,23.672,.07
1943,22.107,.09
1944,15.058,.20
1945,18.905,.09
1946,17.465,-.07
1947,16.347,-.03
1948,23.375,-.11
1949,23.114,-.11
1950,19.417,-.17
1951,22.503,-.07
1952,26.631,.01
1953,30.627,.08
1954,33.504,-.13
1955,36.782,-.14
1956,40.779,-.19
1957,45.93,.05
1958,49.794,.06
1959,50.643,.03
1960,53.394,-.03
1961,55.716,.06
1962,63.813,.03
1963,69.455,.05
1964,72.037,-.20
1965,78.637,-.11
1966,84.091,-.06
1967,92.029,-.02
1968,100.079,-.08
1969,111.527,.05
1970,119.981,.03
1971,125.66,-.08
1972,132.208,.01
1973,144.691,.16
1974,150.608,-.07
1975,161.862,-.01
1976,174.275,-.10
1977,177.833,.18
1978,193.244,.07
1979,195.324,.16
1980,195.807,.26
1981,197.323,.32
1982,194.877,.14
1983,199.66,.31
1984,188.323,.16
1985,193.446,.12
1986,201.07,.18
1987,211.021,.32
1988,211.568,.39
1989,212.966,.27
1990,176.507,.45
1991,142.208,.40
1992,132.011,.22
1993,122.694,.23
1994,120.905,.31
1995,125.712,.44
1996,129.147,.33
1997,118.156,.46
1998,104.86,.61
1999,89.01,.38
2000,93.334,.39
2001,98.988,.53
2002,99.298,.63
2003,103.818,.62
2004,103.277,.53
2005,101.837,.68
2006,104.296,.64
2007,109.02,.66
2008,107.894,.54
2009,88.482,.66
2010,86.094,.73
2011,92.804,.61
2012,91.127,.65
2013,79.366,.68
2014,79.127,.75
2015,78.032,.90
2016,76.715,1.02
2017,79.649,.92
2018,80.28,.85
2019,76.885,.98
2020,74.027,1.02
2021,77.191,.85
2022,73.521,.90
1880,8.575,-.16
1881,9.032,-.08
1882,9.514,-.11
1883,10.828,-.17
1884,10.994,-.28
1885,11.975,-.33
1886,12.282,-.31
1887,12.996,-.36
1888,13.556,-.17
1889,14.64,-.11
1890,16.58,-.35
1891,18.255,-.23
1892,19.323,-.28
1893,22.649,-.31
1894,23.068,-.30
1895,26.506,-.23
1896,26.983,-.12
1897,31.198,-.11
1898,34.989,-.28
1899,40.59,-.18
1900,45.981,-.09
1901,47.206,-.16
1902,45.594,-.28
1903,44.599,-.37
1904,49.62,-.48
1905,44.292,-.27
1906,50.521,-.23
1907,56.588,-.39
1908,56.935,-.43
1909,60.102,-.49
1910,58.942,-.44
1911,61.11,-.45
1912,69.224,-.37
1913,75.199,-.35
1914,67.869,-.16
1915,62.294,-.14
1916,66.395,-.36
1917,61.105,-.46
1918,24.369,-.30
1919,20.815,-.28
1920,18.981,-.28
1921,20.584,-.19
1922,25.104,-.28
1923,27.731,-.27
1924,33.038,-.27
1925,32.608,-.22
1926,47.246,-.11
1927,58.74,-.22
1928,65.256,-.20
1929,70.275,-.36
1930,95.534,-.16
1931,114.771,-.09
1932,129.314,-.16
1933,144.521,-.29
1934,174.816,-.12
1935,197.882,-.20
1936,226.909,-.15
1937,232.024,-.03
1938,244.89,.00
1939,247.894,-.02
1940,297.191,.12
1941,261.09,.19
1942,141.943,.07
1943,148.14,.09
1944,214.831,.20
1945,227.442,.09
1946,255.604,-.07
1947,307.788,-.03
1948,327.516,-.11
1949,372.303,-.11
1950,414.992,-.17
1951,449.758,-.07
1952,481.621,.01
1953,509.528,.08
1954,556.482,-.13
1955,630.997,-.14
1956,691.827,-.19
1957,757.075,.05
1958,808.09,.06
1959,849.598,.03
1960,884.555,-.03
1961,912.222,.06
1962,957.43,.03
1963,1026.803,.05
1964,1092.032,-.20
1965,1158.446,-.11
1966,1223.377,-.06
1967,1279.226,-.02
1968,1315.176,-.08
1969,1369.67,.05
1970,1440.532,.03
1971,1528.699,-.08
1972,1608.385,.01
1973,1676.312,.16
1974,1740.144,-.07
1975,1829.144,-.01
1976,1899.591,-.10
1977,1964.204,.18
1978,2031.66,.07
1979,2048.51,.16
1980,2129.11,.26
1981,2088.571,.32
1982,2127.947,.14
1983,2158.129,.31
1984,2177.293,.16
1985,2348.141,.12
1986,2348.727,.18
1987,2358.15,.32
1988,2436.094,.39
1989,2404.974,.27
1990,2536.248,.45
1991,2406.756,.40
1992,1966.505,.22
1993,1866.729,.23
1994,1647.665,.31
1995,1619.727,.44
1996,1586.822,.33
1997,1482.245,.46
1998,1465.253,.61
1999,1494.179,.38
2000,1479.142,.39
2001,1515.647,.53
2002,1506.788,.63
2003,1537.018,.62
2004,1543.957,.53
2005,1562.577,.68
2006,1623.002,.64
2007,1623.781,.66
2008,1652.064,.54
2009,1545.034,.66
2010,1632.783,.73
2011,1685.91,.61
2012,1701.268,.65
2013,1640.437,.68
2014,1639.959,.75
2015,1638.675,.90
2016,1634.885,1.02
2017,1666.121,.92
2018,1712.494,.85
2019,1705.031,.98
2020,1632.929,1.02
2021,1711.993,.85
2022,1652.177,.90
1950,0.017,-.17
1951,0.017,-.07
1952,0.031,.01
1953,0.029,.08
1954,0.012,-.13
1955,0.014,-.14
1956,0.017,-.19
1957,0.019,.05
1958,0.019,.06
1959,0.075,.03
1960,0.07,-.03
1961,0.091,.06
1962,0.084,.03
1963,0.084,.05
1964,0.037,-.20
1965,0.048,-.11
1966,0.044,-.06
1967,0.04,-.02
1968,0.055,-.08
1969,0.059,.05
1970,0.059,.03
1971,0.062,-.08
1972,0.066,.01
1973,0.07,.16
1974,0.073,-.07
1975,0.176,-.01
1976,0.267,-.10
1977,0.267,.18
1978,0.289,.07
1979,0.297,.16
1980,0.495,.26
1981,0.601,.32
1982,0.608,.14
1983,0.696,.31
1984,0.634,.16
1985,0.616,.12
1986,0.597,.18
1987,0.611,.32
1988,0.692,.39
1989,0.684,.27
1990,0.524,.45
1991,0.472,.40
1992,0.479,.22
1993,0.483,.23
1994,0.462,.31
1995,0.455,.44
1996,0.464,.33
1997,0.483,.46
1998,0.482,.61
1999,0.503,.38
2000,0.515,.39
2001,0.522,.53
2002,0.519,.63
2003,0.509,.62
2004,0.516,.53
2005,0.514,.68
2006,0.514,.64
2007,0.542,.66
2008,0.528,.54
2009,0.558,.66
2010,0.581,.73
2011,0.644,.61
2012,0.718,.65
2013,0.782,.68
2014,0.83,.75
2015,0.97,.90
2016,1.048,1.02
2017,1.155,.92
2018,1.287,.85
2019,1.373,.98
2020,1.372,1.02
2021,1.553,.85
2022,1.548,.90
1952,0.022,.01
1953,0.132,.08
1954,0.147,-.13
1955,0.161,-.14
1956,0.187,-.19
1957,0.22,.05
1958,0.26,.06
1959,0.3,.03
1960,0.33,-.03
1961,0.344,.06
1962,0.414,.03
1963,0.429,.05
1964,0.458,-.20
1965,0.549,-.11
1966,0.597,-.06
1967,0.677,-.02
1968,0.772,-.08
1969,0.757,.05
1970,1.904,.03
1971,3.227,-.08
1972,9.005,.01
1968,0.004,-.08
1981,0.007,.32
1982,0.004,.14
1983,0.004,.31
1984,0.004,.16
1985,0.004,.12
1986,0.004,.18
1987,0.004,.32
1988,0.007,.39
1989,0.007,.27
1990,0.007,.45
1991,0.007,.40
1992,0.007,.22
1993,0.011,.23
1994,0.011,.31
1995,0.011,.44
1996,0.011,.33
1997,0.011,.46
1998,0.011,.61
1999,0.011,.38
2000,0.011,.39
2001,0.011,.53
2002,0.011,.63
2003,0.011,.62
2004,0.011,.53
2005,0.011,.68
2006,0.011,.64
2007,0.011,.66
2008,0.011,.54
2009,0.011,.66
2010,0.011,.73
2011,0.011,.61
2012,0.011,.65
2013,0.011,.68
2014,0.011,.75
2015,0.011,.90
2016,0.015,1.02
2017,0.011,.92
2018,0.011,.85
2019,0.015,.98
2020,0.018,1.02
2021,0.018,.85
2022,0.018,.90
1981,0.055,.32
1982,0.066,.14
1983,0.051,.31
1984,0.051,.16
1985,0.051,.12
1986,0.059,.18
1987,0.055,.32
1988,0.066,.39
1989,0.066,.27
1990,0.106,.45
1991,0.106,.40
1992,0.11,.22
1993,0.114,.23
1994,0.121,.31
1995,0.128,.44
1996,0.132,.33
1997,0.143,.46
1998,0.15,.61
1999,0.161,.38
2000,0.172,.39
2001,0.176,.53
2002,0.198,.63
2003,0.198,.62
2004,0.213,.53
2005,0.198,.68
2006,0.202,.64
2007,0.216,.66
2008,0.216,.54
2009,0.224,.66
2010,0.22,.73
2011,0.231,.61
2012,0.22,.65
2013,0.224,.68
2014,0.231,.75
2015,0.234,.90
2016,0.238,1.02
2017,0.242,.92
2018,0.245,.85
2019,0.253,.98
2020,0.231,1.02
2021,0.222,.85
2022,0.224,.90
1950,0.004,-.17
1951,0.011,-.07
1952,0.007,.01
1953,0.011,.08
1954,0.007,-.13
1955,0.011,-.14
1956,0.011,-.19
1957,0.011,.05
1958,0.011,.06
1959,0.011,.03
1960,0.015,-.03
1961,0.018,.06
1962,0.018,.03
1963,0.022,.05
1964,0.022,-.20
1965,0.026,-.11
1966,0.029,-.06
1967,0.033,-.02
1968,0.037,-.08
1969,0.062,.05
1970,0.066,.03
1971,0.07,-.08
1972,0.077,.01
1973,0.081,.16
1974,0.073,-.07
1975,0.077,-.01
1976,0.084,-.10
1977,0.07,.18
1978,0.099,.07
1979,0.15,.16
1980,0.114,.26
1981,0.095,.32
1982,0.114,.14
1983,0.103,.31
1984,0.114,.16
1985,0.128,.12
1986,0.132,.18
1987,0.147,.32
1988,0.165,.39
1989,0.165,.27
1990,0.18,.45
1991,0.191,.40
1992,0.213,.22
1993,0.234,.23
1994,0.26,.31
1995,0.275,.44
1996,0.293,.33
1997,0.297,.46
1998,0.326,.61
1999,0.337,.38
2000,0.348,.39
2001,0.359,.53
2002,0.359,.63
2003,0.377,.62
2004,0.403,.53
2005,0.388,.68
2006,0.41,.64
2007,0.425,.66
2008,0.425,.54
2009,0.425,.66
2010,0.487,.73
2011,0.487,.61
2012,0.491,.65
2013,0.487,.68
2014,0.484,.75
2015,0.48,.90
2016,0.476,1.02
2017,0.491,.92
2018,0.509,.85
2019,0.502,.98
2020,0.484,1.02
2021,0.466,.85
2022,0.47,.90
1950,0.015,-.17
1951,0.022,-.07
1952,0.033,.01
1953,0.029,.08
1954,0.033,-.13
1955,0.037,-.14
1956,0.033,-.19
1957,0.04,.05
1958,0.04,.06
1959,0.033,.03
1960,0.037,-.03
1961,0.048,.06
1962,0.033,.03
1963,0.037,.05
1964,0.048,-.20
1965,0.04,-.11
1966,0.044,-.06
1967,0.051,-.02
1968,0.04,-.08
1969,0.033,.05
1970,0.037,.03
1971,0.048,-.08
1972,0.07,.01
1973,0.04,.16
1974,0.044,-.07
1975,0.033,-.01
1976,0.048,-.10
1977,0.037,.18
1978,0.033,.07
1979,0.037,.16
1980,0.037,.26
1981,0.04,.32
1982,0.04,.14
1983,0.033,.31
1984,0.037,.16
1985,0.033,.12
1986,0.048,.18
1987,0.051,.32
1988,0.066,.39
1989,0.103,.27
1990,0.092,.45
1991,0.103,.40
1992,0.095,.22
1993,0.073,.23
1994,0.07,.31
1995,0.07,.44
1996,0.07,.33
1997,0.048,.46
1998,0.055,.61
1999,0.055,.38
2000,0.055,.39
2001,0.055,.53
2002,0.059,.63
2003,0.062,.62
2004,0.059,.53
2005,0.062,.68
2006,0.066,.64
2007,0.066,.66
2008,0.066,.54
2009,0.066,.66
2010,0.066,.73
2011,0.066,.61
2012,0.066,.65
2013,0.066,.68
2014,0.066,.75
2015,0.066,.90
2016,0.066,1.02
2017,0.066,.92
2018,0.059,.85
2019,0.066,.98
2020,0.062,1.02
2021,0.06,.85
2022,0.061,.90
1950,0.004,-.17
1951,0.004,-.07
1952,0.011,.01
1953,0.007,.08
1954,0.007,-.13
1955,0.007,-.14
1956,0.007,-.19
1957,0.007,.05
1958,0.011,.06
1959,0.011,.03
1960,0.011,-.03
1961,0.011,.06
1962,0.011,.03
1963,0.015,.05
1964,0.018,-.20
1965,0.015,-.11
1966,0.018,-.06
1967,0.018,-.02
1968,0.022,-.08
1969,0.029,.05
1970,0.029,.03
1971,0.029,-.08
1972,0.037,.01
1973,0.04,.16
1974,0.033,-.07
1975,0.033,-.01
1976,0.033,-.10
1977,0.033,.18
1978,0.037,.07
1979,0.029,.16
1980,0.037,.26
1981,0.037,.32
1982,0.04,.14
1983,0.048,.31
1984,0.066,.16
1985,0.066,.12
1986,0.066,.18
1987,0.077,.32
1988,0.066,.39
1989,0.077,.27
1990,0.081,.45
1991,0.084,.40
1992,0.084,.22
1993,0.103,.23
1994,0.121,.31
1995,0.128,.44
1996,0.132,.33
1997,0.132,.46
1998,0.161,.61
1999,0.165,.38
2000,0.147,.39
2001,0.18,.53
2002,0.187,.63
2003,0.198,.62
2004,0.22,.53
2005,0.22,.68
2006,0.216,.64
2007,0.234,.66
2008,0.22,.54
2009,0.278,.66
2010,0.22,.73
2011,0.216,.61
2012,0.231,.65
2013,0.22,.68
2014,0.253,.75
2015,0.234,.90
2016,0.242,1.02
2017,0.216,.92
2018,0.242,.85
2019,0.227,.98
2020,0.245,1.02
2021,0.237,.85
2022,0.239,.90
1950,0.004,-.17
1951,0.004,-.07
1952,0.007,.01
1953,0.007,.08
1954,0.011,-.13
1955,0.011,-.14
1956,0.011,-.19
1957,0.015,.05
1958,0.011,.06
1959,0.015,.03
1960,0.015,-.03
1961,0.018,.06
1962,0.018,.03
1963,0.022,.05
1964,0.026,-.20
1965,0.029,-.11
1966,0.026,-.06
1967,0.026,-.02
1968,0.029,-.08
1969,0.029,.05
1970,0.029,.03
1971,0.037,-.08
1972,0.037,.01
1973,0.037,.16
1974,0.044,-.07
1975,0.059,-.01
1976,0.044,-.10
1977,0.073,.18
1978,0.099,.07
1979,0.084,.16
1980,0.077,.26
1981,0.077,.32
1982,0.066,.14
1983,0.066,.31
1984,0.066,.16
1985,0.077,.12
1986,0.081,.18
1987,0.081,.32
1988,0.084,.39
1989,0.084,.27
1990,0.088,.45
1991,0.095,.40
1992,0.099,.22
1993,0.103,.23
1994,0.095,.31
1995,0.114,.44
1996,0.125,.33
1997,0.125,.46
1998,0.143,.61
1999,0.136,.38
2000,0.143,.39
2001,0.154,.53
2002,0.161,.63
2003,0.158,.62
2004,0.165,.53
2005,0.169,.68
2006,0.172,.64
2007,0.18,.66
2008,0.161,.54
2009,0.169,.66
2010,0.183,.73
2011,0.191,.61
2012,0.187,.65
2013,0.194,.68
2014,0.202,.75
2015,0.227,.90
2016,0.238,1.02
2017,0.245,.92
2018,0.238,.85
2019,0.271,.98
2020,0.242,1.02
2021,0.252,.85
2022,0.249,.90
1951,0.004,-.07
1952,0.004,.01
1953,0.004,.08
1954,0.004,-.13
1955,0.004,-.14
1956,0.007,-.19
1957,0.011,.05
1958,0.007,.06
1959,0.007,.03
1960,0.011,-.03
1961,0.011,.06
1962,0.011,.03
1963,0.007,.05
1964,0.011,-.20
1965,0.011,-.11
1966,0.011,-.06
1967,0.011,-.02
1968,0.015,-.08
1969,0.015,.05
1970,0.015,.03
1971,0.011,-.08
1972,0.011,.01
1973,0.015,.16
1974,0.018,-.07
1975,0.018,-.01
1976,0.029,-.10
1977,0.029,.18
1978,0.033,.07
1979,0.033,.16
1980,0.04,.26
1981,0.044,.32
1982,0.048,.14
1983,0.055,.31
1984,0.051,.16
1985,0.055,.12
1986,0.051,.18
1987,0.051,.32
1988,0.048,.39
1989,0.048,.27
1990,0.048,.45
1991,0.048,.40
1992,0.048,.22
1993,0.048,.23
1994,0.048,.31
1995,0.048,.44
1996,0.048,.33
1997,0.048,.46
1998,0.048,.61
1999,0.048,.38
2000,0.048,.39
2001,0.051,.53
2002,0.059,.63
2003,0.066,.62
2004,0.073,.53
2005,0.077,.68
2006,0.084,.64
2007,0.084,.66
2008,0.084,.54
2009,0.092,.66
2010,0.103,.73
2011,0.099,.61
2012,0.11,.65
2013,0.11,.68
2014,0.128,.75
2015,0.136,.90
2016,0.15,1.02
2017,0.139,.92
2018,0.139,.85
2019,0.143,.98
2020,0.139,1.02
2021,0.146,.85
2022,0.132,.90
1936,0.007,-.15
1937,0.026,-.03
1938,0.205,.00
1939,1.652,-.02
1940,2.147,.12
1941,1.81,.19
1942,1.902,.07
1943,1.993,.09
1944,3.261,.20
1945,8.812,.09
1946,25.153,-.07
1947,37.732,-.03
1948,17.943,-.11
1949,18.386,-.11
1950,5.141,-.17
1951,0.0,-.07
1952,0.0,.01
1953,0.476,.08
1954,1.238,-.13
1955,2.114,-.14
1956,1.63,-.19
1957,2.099,.05
1958,1.997,.06
1959,1.854,.03
1960,2.674,-.03
1961,3.568,.06
1962,6.25,.03
1963,6.939,.05
1964,7.041,-.20
1965,4.216,-.11
1966,6.407,-.06
1967,25.485,-.02
1968,29.079,-.08
1969,35.271,.05
1970,45.251,.03
1971,59.757,-.08
1972,70.282,.01
1973,95.054,.16
1974,98.702,-.07
1975,83.261,-.01
1976,101.46,-.10
1977,118.07,.18
1978,115.025,.07
1979,138.005,.16
1980,169.24,.26
1981,175.305,.32
1982,157.893,.14
1983,160.837,.31
1984,155.512,.16
1985,172.421,.12
1986,204.604,.18
1987,190.447,.32
1988,202.252,.39
1989,203.424,.27
1990,208.497,.45
1991,288.546,.40
1992,316.175,.22
1993,340.642,.23
1994,333.643,.31
1995,268.132,.44
1996,263.326,.33
1997,221.67,.46
1998,213.157,.61
1999,231.482,.38
2000,302.328,.39
2001,302.703,.53
2002,331.98,.63
2003,333.991,.62
2004,401.013,.53
2005,402.848,.68
2006,439.117,.64
2007,394.103,.66
2008,440.344,.54
2009,473.215,.66
2010,524.604,.73
2011,502.926,.61
2012,566.826,.65
2013,544.564,.68
2014,612.842,.75
2015,678.849,.90
2016,697.42,1.02
2017,680.854,.92
2018,686.896,.85
2019,707.125,.98
2020,610.773,1.02
2021,631.437,.85
2022,662.549,.90
1949,0.0,-.11
1950,0.362,-.17
1951,0.302,-.07
1952,0.327,.01
1953,0.274,.08
1954,0.317,-.13
1955,0.292,-.14
1956,0.341,-.19
1957,0.347,.05
1958,0.355,.06
1959,0.388,.03
1960,0.827,-.03
1961,0.813,.06
1962,0.813,.03
1963,0.86,.05
1964,0.922,-.20
1965,1.692,-.11
1966,1.718,-.06
1967,0.699,-.02
1968,0.098,-.08
1969,0.49,.05
1970,1.307,.03
1971,1.351,-.08
1972,1.453,.01
1973,1.549,.16
1974,1.849,-.07
1975,2.578,-.01
1976,1.77,-.10
1977,2.237,.18
1978,2.62,.07
1979,2.888,.16
1980,3.336,.26
1981,3.28,.32
1982,3.037,.14
1983,2.611,.31
1984,3.284,.16
1985,2.651,.12
1986,2.636,.18
1987,2.425,.32
1988,2.711,.39
1989,3.662,.27
1990,3.139,.45
1991,3.379,.40
1992,3.423,.22
1993,3.539,.23
1994,3.837,.31
1995,3.43,.44
1996,3.664,.33
1997,3.182,.46
1998,3.334,.61
1999,3.604,.38
2000,3.902,.39
2001,4.258,.53
2002,4.437,.63
2003,4.928,.62
2004,5.238,.53
2005,5.539,.68
2006,4.422,.64
2007,4.863,.66
2008,4.74,.54
2009,5.258,.66
2010,6.862,.73
2011,7.819,.61
2012,7.362,.65
2013,7.853,.68
2014,8.724,.75
2015,9.845,.90
2016,10.016,1.02
2017,10.76,.92
2018,11.33,.85
2019,12.713,.98
2020,10.821,1.02
2021,11.54,.85
2022,11.668,.90
1885,0.013,-.33
1890,0.039,-.35
1891,0.046,-.23
1892,0.051,-.28
1893,0.09,-.31
1894,0.172,-.30
1895,0.172,-.23
1896,0.192,-.12
1897,0.149,-.11
1898,0.226,-.28
1899,0.264,-.18
1900,0.357,-.09
1901,0.39,-.16
1902,0.366,-.28
1903,0.397,-.37
1904,0.423,-.48
1905,0.459,-.27
1906,0.549,-.23
1907,0.559,-.39
1908,0.602,-.43
1909,0.618,-.49
1910,0.611,-.44
1911,0.662,-.45
1912,0.679,-.37
1913,1.864,-.35
1919,1.336,-.28
1920,1.774,-.28
1921,1.889,-.19
1922,2.744,-.28
1923,2.993,-.27
1924,3.069,-.27
1925,3.369,-.22
1926,3.28,-.11
1927,3.707,-.22
1928,4.219,-.20
1929,4.592,-.36
1930,4.321,-.16
1931,4.003,-.09
1932,3.648,-.16
1933,3.376,-.29
1934,3.514,-.12
1935,3.679,-.20
1936,3.627,-.15
1937,4.04,-.03
1938,3.827,.00
1939,4.015,-.02
1940,4.61,.12
1943,0.164,.09
1944,0.041,.20
1945,2.331,.09
1946,4.61,-.07
1947,6.418,-.03
1948,7.233,-.11
1949,8.262,-.11
1950,7.937,-.17
1951,7.513,-.07
1952,7.546,.01
1953,7.493,.08
1954,8.937,-.13
1955,10.234,-.14
1956,11.698,-.19
1957,12.706,.05
1958,12.522,.06
1959,14.355,.03
1960,15.68,-.03
1961,16.433,.06
1962,16.865,.03
1963,18.762,.05
1964,21.255,-.20
1965,21.869,-.11
1966,21.672,-.06
1967,21.892,-.02
1968,23.418,-.08
1969,24.281,.05
1970,31.721,.03
1971,34.182,-.08
1972,32.038,.01
1973,38.258,.16
1974,38.415,-.07
1975,40.072,-.01
1976,41.346,-.10
1977,40.193,.18
1978,44.896,.07
1979,48.816,.16
1980,47.981,.26
1981,52.218,.32
1982,47.945,.14
1983,51.624,.31
1984,54.437,.16
1985,55.522,.12
1986,57.972,.18
1987,56.582,.32
1988,58.375,.39
1989,58.189,.27
1990,57.828,.45
1991,40.958,.40
1992,43.684,.22
1993,38.096,.23
1994,37.04,.31
